Date,daily_return,capital,^IXIC_Signal,^GSPC_Signal,mean-adjusted spreads,original-spreads,mean,vols,beta,betas
2021-04-05,0.0,1.0010615354123984,0.0,0.0,22.94597447298463,-71.33914193568671,-94.28511640867134,124.9830019533471,3.3784289703838293,3.3784289703838293
2021-04-06,0.0,1.0010615354123984,0.0,0.0,29.148277570497044,-65.1368388381743,-94.28511640867134,124.9830019533471,3.3784289703838293,3.3784289703838293
2021-04-07,0.0,1.0010615354123984,0.0,0.0,-0.6961525964817383,-94.98126900515308,-94.28511640867134,124.9830019533471,3.3784289703838293,3.3784289703838293
2021-04-08,0.0,1.0010615354123984,0.0,0.0,81.59712607342033,-12.687990335251015,-94.28511640867134,124.9830019533471,3.3784289703838293,3.3784289703838293
2021-04-09,0.0,1.0010615354123984,0.0,0.0,45.61867302482449,-48.666443383846854,-94.28511640867134,124.9830019533471,3.3784289703838293,3.3784289703838293
2021-04-12,0.0,1.0010615354123984,0.0,0.0,-1.8366808653628368,-96.12179727403418,-94.28511640867134,124.9830019533471,3.3784289703838293,3.3784289703838293
2021-04-13,0.0,1.0010615354123984,0.0,0.0,98.31761421123508,4.032497802563739,-94.28511640867134,124.9830019533471,3.3784289703838293,3.3784289703838293
2021-04-14,0.0,1.0010615354123984,0.0,0.0,17.25359529577861,-77.03152111289273,-94.28511640867134,124.9830019533471,3.3784289703838293,3.3784289703838293
2021-04-15,0.0,1.0010615354123984,0.0,0.0,43.57739930530613,-50.70771710336521,-94.28511640867134,124.9830019533471,3.3784289703838293,3.3784289703838293
2021-04-16,0.0,1.0010615354123984,0.0,0.0,6.3111316519169804,-87.97398475675436,-94.28511640867134,124.9830019533471,3.3784289703838293,3.3784289703838293
2021-04-19,0.0,1.0010615354123984,0.0,0.0,-56.22275576221921,-150.50787217089055,-94.28511640867134,124.9830019533471,3.3784289703838293,3.3784289703838293
2021-04-20,0.0,1.0010615354123984,0.0,0.0,-89.04624118541699,-183.33135759408833,-94.28511640867134,124.9830019533471,3.3784289703838293,3.3784289703838293
2021-04-21,0.0,1.0010615354123984,0.0,0.0,-55.097926668346304,-149.38304307701765,-94.28511640867134,124.9830019533471,3.3784289703838293,3.3784289703838293
2021-04-22,0.0,1.0010615354123984,0.0,0.0,-57.04088531411446,-151.3260017227858,-94.28511640867134,124.9830019533471,3.3784289703838293,3.3784289703838293
2021-04-23,0.0,1.0010615354123984,0.0,0.0,-11.312478468437007,-105.59759487710835,-94.28511640867134,124.9830019533471,3.3784289703838293,3.3784289703838293
2021-04-26,0.0,1.0010615354123984,0.0,0.0,114.95118359638514,308.4298137854021,193.47863018901694,84.49248586452251,3.3026755227598996,3.3026755227598996
2021-04-27,0.0,1.0010615354123984,0.0,0.0,69.3627221649615,262.84135235397844,193.47863018901694,84.49248586452251,3.3026755227598996,3.3026755227598996
2021-04-28,0.0,1.0010615354123984,0.0,0.0,41.864869401294754,235.3434995903117,193.47863018901694,84.49248586452251,3.3026755227598996,3.3026755227598996
2021-04-29,0.0,1.0010615354123984,0.0,0.0,-20.04841889834529,173.43021129067165,193.47863018901694,84.49248586452251,3.3026755227598996,3.3026755227598996
2021-04-30,0.0,1.0010615354123984,0.0,0.0,-39.846500165501084,153.63213002351586,193.47863018901694,84.49248586452251,3.3026755227598996,3.3026755227598996
2021-05-03,0.0,1.0010615354123984,0.0,0.0,-145.3545862990875,48.12404388992945,193.47863018901694,84.49248586452251,3.3026755227598996,3.3026755227598996
2021-05-04,0.0,1.0010615354123984,1.0,-3.3026755227598996,-314.49978884931147,-121.02115866029453,193.47863018901694,84.49248586452251,3.3026755227598996,3.3026755227598996
2021-05-05,-0.00221833789920869,0.998840842668953,1.0,-3.3026755227598996,-375.2556741698961,-181.77704398087917,193.47863018901694,84.49248586452251,3.3026755227598996,3.3026755227598996
2021-05-06,-0.002266131474115216,0.9965773379977491,1.0,-3.3026755227598996,-437.2267034097538,-243.74807322073684,193.47863018901694,84.49248586452251,3.3026755227598996,3.3026755227598996
2021-05-07,0.0006210077353798084,0.9971962202335499,1.0,-3.3026755227598996,-420.1431359744754,-226.66450578545846,193.47863018901694,84.49248586452251,3.3026755227598996,3.3026755227598996
2021-05-10,-0.007374414694434959,0.9898424817738246,1.0,-3.3026755227598996,-624.6440989681948,-431.1654687791779,193.47863018901694,84.49248586452251,3.3026755227598996,3.3026755227598996
2021-05-11,0.003949192040752797,0.9937515598244449,1.0,-3.3026755227598996,-517.0883032673034,-323.6096730782865,193.47863018901694,84.49248586452251,3.3026755227598996,3.3026755227598996
2021-05-12,-0.00234714867911158,0.9914190771634378,1.0,-3.3026755227598996,-580.7018276941624,-387.22319750514544,193.47863018901694,84.49248586452251,3.3026755227598996,3.3026755227598996
2021-05-13,-0.0026479437750738565,0.9887938551895734,1.0,-3.3026755227598996,-650.7414831641042,-457.2628529750873,193.47863018901694,84.49248586452251,3.3026755227598996,3.3026755227598996
2021-05-14,0.0038330713242687923,0.9925839725615136,1.0,-3.3026755227598996,-548.3707146373297,-354.89208444831274,193.47863018901694,84.49248586452251,3.3026755227598996,3.3026755227598996
2021-05-17,-0.0005899064387033102,0.991998440885146,1.0,-3.3026755227598996,-564.424931663342,-370.9463014743251,193.47863018901694,84.49248586452251,3.3026755227598996,3.3026755227598996
2021-05-18,0.0015371933430075372,0.9935233342847485,1.0,-3.3026755227598996,-522.7223428870391,-329.24371269802214,193.47863018901694,84.49248586452251,3.3026755227598996,3.3026755227598996
2021-05-19,0.0013449312295893277,0.9948595548443536,1.0,-3.3026755227598996,-486.494571874912,-293.0159416858951,193.47863018901694,84.49248586452251,3.3026755227598996,3.3026755227598996
2021-05-20,0.0034408099343111163,0.9982826774839063,1.0,-3.3026755227598996,-393.96260306745785,-200.4839728784409,193.47863018901694,84.49248586452251,3.3026755227598996,3.3026755227598996
2021-05-21,-0.0019794114700239914,0.9963066653017684,1.0,-3.3026755227598996,-447.9450422933048,-254.46641210428788,193.47863018901694,84.49248586452251,3.3026755227598996,3.3026755227598996
2021-05-24,0.0019907996243354468,0.9982901122367739,-1.0,3.2428749586764476,171.95085426971139,50.662209936030195,-121.2886443336812,77.43904244732128,3.2428749586764476,3.2428749586764476
2021-05-25,-0.0009139955237253887,0.9973776795428102,-1.0,3.2428749586764476,196.8770455515006,75.58840121781941,-121.2886443336812,77.43904244732128,3.2428749586764476,3.2428749586764476
2021-05-26,-0.00203166217046808,0.9953513450416138,-1.0,3.2428749586764476,252.21698642807507,130.92834209439388,-121.2886443336812,77.43904244732128,3.2428749586764476,3.2428749586764476
2021-05-27,0.0006427573223096229,0.99599111440691,-1.0,3.2428749586764476,234.64074139087472,113.35209705719353,-121.2886443336812,77.43904244732128,3.2428749586764476,3.2428749586764476
2021-05-28,-7.257293872439623e-05,0.9959188324047941,-1.0,3.2428749586764476,236.6262795492513,115.33763521557012,-121.2886443336812,77.43904244732128,3.2428749586764476,3.2428749586764476
2021-06-01,0.00020259862534788745,0.9961206041911974,-1.0,3.2428749586764476,231.07869505209794,109.79005071841675,-121.2886443336812,77.43904244732128,3.2428749586764476,3.2428749586764476
2021-06-02,-4.848717174994714e-06,0.9961157742841155,-1.0,3.2428749586764476,231.21137132874003,109.92272699505884,-121.2886443336812,77.43904244732128,3.2428749586764476,3.2428749586764476
2021-06-03,0.0033683331375889735,0.9994710240555117,-1.0,3.2428749586764476,138.90982278513013,17.62117845144894,-121.2886443336812,77.43904244732128,3.2428749586764476,3.2428749586764476
2021-06-04,-0.0029349558802665384,0.996537620696304,-1.0,3.2428749586764476,218.77407639095156,97.48543205727037,-121.2886443336812,77.43904244732128,3.2428749586764476,3.2428749586764476
2021-06-07,-0.0028388709264964697,0.9937085790177493,-1.0,3.2428749586764476,296.9324372135999,175.6437928799187,-121.2886443336812,77.43904244732128,3.2428749586764476,3.2428749586764476
2021-06-08,-0.0014786076461730988,0.9922392739147459,-1.0,3.2428749586764476,337.72396281789963,216.43531848421844,-121.2886443336812,77.43904244732128,3.2428749586764476,3.2428749586764476
2021-06-09,-0.0004285498504492618,0.9918140499222998,-1.0,3.2428749586764476,349.5662458244916,228.2776014908104,-121.2886443336812,77.43904244732128,3.2428749586764476,3.2428749586764476
2021-06-10,-0.0016278629186905545,0.990199512608195,-1.0,3.2428749586764476,394.4874851000442,273.198840766363,-121.2886443336812,77.43904244732128,3.2428749586764476,3.2428749586764476
2021-06-11,-0.0008032587634402722,0.9894041261721382,-1.0,3.2428749586764476,416.7919417401955,295.5032974065143,-121.2886443336812,77.43904244732128,3.2428749586764476,3.2428749586764476
2021-06-14,-0.002863065178026464,0.986571397671499,-1.0,3.2428749586764476,496.50922904610354,375.22058471242235,-121.2886443336812,77.43904244732128,3.2428749586764476,3.2428749586764476
2021-06-15,0.0026282466273364214,0.9891643506200557,-1.0,3.2428749586764476,422.9891318295778,301.7004874958966,-121.2886443336812,77.43904244732128,3.2428749586764476,3.2428749586764476
2021-06-16,-0.0014741981707560975,0.9877061263437944,-1.0,3.2428749586764476,464.0367354979536,342.7480911642724,-121.2886443336812,77.43904244732128,3.2428749586764476,3.2428749586764476
2021-06-18,-0.006358195126724158,0.9814260980646397,-1.0,3.2428749586764476,640.391522194681,519.1028778609998,-121.2886443336812,77.43904244732128,3.2428749586764476,3.2428749586764476
2021-06-21,0.0028352772228153094,0.9842087131263588,-1.0,3.2428749586764476,562.3032897422091,441.01464540852794,-121.2886443336812,77.43904244732128,3.2428749586764476,3.2428749586764476
2021-06-22,-0.0014934708908433511,0.9827388260627902,-1.0,3.2428749586764476,603.8844260738716,482.59578174019043,-121.2886443336812,77.43904244732128,3.2428749586764476,3.2428749586764476
2021-06-23,-0.0011910700311699445,0.9815683152985997,1.0,-3.3237065759056534,-135.8721798379504,173.09948613951565,308.97166597746605,63.286237213800796,3.3237065759056534,3.3237065759056534
2021-06-24,0.0005656898942249753,0.9821235785750555,0.0,0.0,-119.82335306940536,189.1483129080607,308.97166597746605,63.286237213800796,3.3237065759056534,3.3237065759056534
2021-06-25,0.0,0.9821235785750555,1.0,-3.3237065759056534,-176.37340618073745,132.5982597967286,308.97166597746605,63.286237213800796,3.3237065759056534,3.3237065759056534
2021-06-28,0.00374921679891804,0.9858057727944625,0.0,0.0,-69.19011758601323,239.78154839145282,308.97166597746605,63.286237213800796,3.3237065759056534,3.3237065759056534
2021-06-29,0.0,0.9858057727944625,0.0,0.0,-45.324821162909075,263.64684481455697,308.97166597746605,63.286237213800796,3.3237065759056534,3.3237065759056534
2021-06-30,0.0,0.9858057727944625,0.0,0.0,-88.65048061951188,220.32118535795416,308.97166597746605,63.286237213800796,3.3237065759056534,3.3237065759056534
2021-07-01,0.0,0.9858057727944625,1.0,-3.3237065759056534,-144.8045739344018,164.16709204306426,308.97166597746605,63.286237213800796,3.3237065759056534,3.3237065759056534
2021-07-02,0.0003207145690728773,0.9861219350680738,1.0,-3.3237065759056534,-135.54214710052497,173.42951887694107,308.97166597746605,63.286237213800796,3.3237065759056534,3.3237065759056534
2021-07-06,0.0018401344997506285,0.9879365320617535,0.0,0.0,-81.98460808149525,226.9870578959708,308.97166597746605,63.286237213800796,3.3237065759056534,3.3237065759056534
2021-07-07,0.0,0.9879365320617535,1.0,-3.3237065759056534,-129.0570458198074,179.91462015765865,308.97166597746605,63.286237213800796,3.3237065759056534,3.3237065759056534
2021-07-08,0.0006424788617631232,0.9885712604003668,0.0,0.0,-110.32865559933475,198.6430103781313,308.97166597746605,63.286237213800796,3.3237065759056534,3.3237065759056534
2021-07-09,0.0,0.9885712604003668,1.0,-3.3237065759056534,-130.1531636895727,178.81850228789335,308.97166597746605,63.286237213800796,3.3237065759056534,3.3237065759056534
2021-07-12,-0.0006433337416441686,0.9879352791525315,1.0,-3.3237065759056534,-148.9546060188061,160.01705995865996,308.97166597746605,63.286237213800796,3.3237065759056534,3.3237065759056534
2021-07-13,-0.00014804065415854965,0.9877890245675395,1.0,-3.3237065759056534,-153.29315403291753,155.67851194454852,308.97166597746605,63.286237213800796,3.3237065759056534,3.3237065759056534
2021-07-14,-0.0016992460380853927,0.9861105279810789,1.0,-3.3237065759056534,-202.9104964876244,106.06116948984163,308.97166597746605,63.286237213800796,3.3237065759056534,3.3237065759056534
2021-07-15,-0.00186373541649352,0.9842726788655034,1.0,-3.3237065759056534,-257.3014512333068,51.67021474415924,308.97166597746605,63.286237213800796,3.3237065759056534,3.3237065759056534
2021-07-16,-0.0002287150187737666,0.9840475609212782,1.0,-3.3237065759056534,-263.94209792752577,45.02956804994028,308.97166597746605,63.286237213800796,3.3237065759056534,3.3237065759056534
2021-07-19,0.0026372909896737644,0.9866427806871063,1.0,-3.3237065759056534,-187.96319264966064,121.0084733278054,308.97166597746605,63.286237213800796,3.3237065759056534,3.3237065759056534
2021-07-20,0.0003267184998558811,0.986965135136306,1.0,-3.3237065759056534,-178.6749279480921,130.29673802937396,308.97166597746605,63.286237213800796,3.3237065759056534,3.3237065759056534
2021-07-21,0.0005073891212173444,0.9874659105088949,1.0,-3.3237065759056534,-164.02789125074582,144.94377472672022,308.97166597746605,63.286237213800796,3.3237065759056534,3.3237065759056534
2021-07-22,0.0008047645297567707,0.9882605880480165,0.0,0.0,52.124769255359695,-173.8144919836759,-225.9392612390356,58.34643979361612,3.402056601931799,3.402056601931799
2021-07-23,0.0,0.9882605880480165,0.0,0.0,53.77006688450723,-172.16919435452837,-225.9392612390356,58.34643979361612,3.402056601931799,3.402056601931799
2021-07-26,0.0,0.9882605880480165,0.0,0.0,21.73497591772042,-204.20428532131518,-225.9392612390356,58.34643979361612,3.402056601931799,3.402056601931799
2021-07-27,0.0,0.9882605880480165,0.0,0.0,-87.49657888186545,-313.43584012090105,-225.9392612390356,58.34643979361612,3.402056601931799,3.402056601931799
2021-07-28,0.0,0.9882605880480165,0.0,0.0,17.2925095139571,-208.6467517250785,-225.9392612390356,58.34643979361612,3.402056601931799,3.402056601931799
2021-07-29,0.0,0.9882605880480165,0.0,0.0,-29.999073330783233,-255.93833456981884,-225.9392612390356,58.34643979361612,3.402056601931799,3.402056601931799
2021-07-30,0.0,0.9882605880480165,0.0,0.0,-54.30355411070656,-280.24281534974216,-225.9392612390356,58.34643979361612,3.402056601931799,3.402056601931799
2021-08-03,0.0,0.9882605880480165,0.0,0.0,-60.57702630101181,-286.5162875400474,-225.9392612390356,58.34643979361612,3.402056601931799,3.402056601931799
2021-08-04,0.0,0.9882605880480165,0.0,0.0,28.370484044137754,-197.56877719489785,-225.9392612390356,58.34643979361612,3.402056601931799,3.402056601931799
2021-08-05,0.0,0.9882605880480165,0.0,0.0,53.01015057831404,-172.92911066072156,-225.9392612390356,58.34643979361612,3.402056601931799,3.402056601931799
2021-08-06,0.0,0.9882605880480165,0.0,0.0,-31.593195184847957,-257.53245642388356,-225.9392612390356,58.34643979361612,3.402056601931799,3.402056601931799
2021-08-09,0.0,0.9882605880480165,0.0,0.0,7.013036934536046,-218.92622430449956,-225.9392612390356,58.34643979361612,3.402056601931799,3.402056601931799
2021-08-10,0.0,0.9882605880480165,0.0,0.0,-80.0455236318731,-305.9847848709087,-225.9392612390356,58.34643979361612,3.402056601931799,3.402056601931799
2021-08-11,0.0,0.9882605880480165,1.0,-3.402056601931799,-122.25189088265239,-348.191152121688,-225.9392612390356,58.34643979361612,3.402056601931799,3.402056601931799
2021-08-12,-0.00038641535061576107,0.9878787089863862,1.0,-3.402056601931799,-133.79739051706298,-359.7366517560986,-225.9392612390356,58.34643979361612,3.402056601931799,3.402056601931799
2021-08-13,-0.000591881282350387,0.9872940020693046,1.0,-3.402056601931799,-151.54924556724205,-377.48850680627766,-225.9392612390356,58.34643979361612,3.402056601931799,3.402056601931799
2021-08-16,-0.0022975022574633778,0.9850256918707704,1.0,-3.402056601931799,-220.52782048302748,-446.4670817220631,-225.9392612390356,58.34643979361612,3.402056601931799,3.402056601931799
2021-08-17,-0.0009979836133861542,0.984042652371519,1.0,-3.402056601931799,-250.50124696743393,-476.44050820646953,-225.9392612390356,58.34643979361612,3.402056601931799,3.402056601931799
2021-08-18,0.0010870862322274802,0.9851123915908366,1.0,-3.402056601931799,-218.11825273982055,-444.05751397885615,-225.9392612390356,58.34643979361612,3.402056601931799,3.402056601931799
2021-08-19,-9.94294627485878e-05,0.9850144423949938,1.0,-3.402056601931799,-221.05101202540487,-446.9902732644405,-225.9392612390356,58.34643979361612,3.402056601931799,3.402056601931799
2021-08-20,0.0017215362789397108,0.9867101804928564,1.0,-3.288338644433329,-122.5102189565576,108.94530633127215,231.45552528782974,49.729155573498204,3.288338644433329,3.288338644433329
2021-08-23,0.0035297700951140297,0.9901930405805046,0.0,0.0,-19.016036082254516,212.43948920557523,231.45552528782974,49.729155573498204,3.288338644433329,3.288338644433329
2021-08-24,0.0,0.9901930405805046,0.0,0.0,36.10086680890089,267.55639209673063,231.45552528782974,49.729155573498204,3.288338644433329,3.288338644433329
2021-08-25,0.0,0.9901930405805046,0.0,0.0,25.409689236073234,256.865214523903,231.45552528782974,49.729155573498204,3.288338644433329,3.288338644433329
2021-08-26,0.0,0.9901930405805046,0.0,0.0,15.480304407689971,246.93582969551971,231.45552528782974,49.729155573498204,3.288338644433329,3.288338644433329
2021-08-27,0.0,0.9901930405805046,0.0,0.0,69.7084563116652,301.16398159949495,231.45552528782974,49.729155573498204,3.288338644433329,3.288338644433329
2021-08-30,0.0,0.9901930405805046,-1.0,3.288338644433329,142.23882517572673,373.6943504635565,231.45552528782974,49.729155573498204,3.288338644433329,3.288338644433329
2021-08-31,-0.00044571415928179044,0.9897516975218956,-1.0,3.288338644433329,155.68071065316434,387.1362359409941,231.45552528782974,49.729155573498204,3.288338644433329,3.288338644433329
2021-09-01,-0.0015101942491663406,0.9882569802001955,-1.0,3.288338644433329,201.18489343320397,432.6404187210337,231.45552528782974,49.729155573498204,3.288338644433329,3.288338644433329
2021-09-02,0.0006787684796776894,0.9889277778881768,-1.0,3.288338644433329,180.69550709673712,412.15103238456686,231.45552528782974,49.729155573498204,3.288338644433329,3.288338644433329
2021-09-03,-0.0012343115886015927,0.9877071328716394,-1.0,3.288338644433329,218.03368981163948,449.4892150994692,231.45552528782974,49.729155573498204,3.288338644433329,3.288338644433329
2021-09-07,-0.0020296307599616493,0.9857024520929295,-1.0,3.288338644433329,279.485936318196,510.94146160602577,231.45552528782974,49.729155573498204,3.288338644433329,3.288338644433329
2021-09-08,0.002251891437480263,0.9879221470047009,-1.0,3.288338644433329,211.39387650079078,442.8494017886205,231.45552528782974,49.729155573498204,3.288338644433329,3.288338644433329
2021-09-09,-0.0009948427730825536,0.986939319796385,-1.0,3.288338644433329,241.36891693178694,472.8244422196167,231.45552528782974,49.729155573498204,3.288338644433329,3.288338644433329
2021-09-10,0.0006213555701307641,0.9875525600401215,-1.0,3.288338644433329,222.71353888816265,454.1690641759924,231.45552528782974,49.729155573498204,3.288338644433329,3.288338644433329
2021-09-13,0.0014536973679300101,0.9889881625973443,-1.0,3.288338644433329,179.42706652398482,410.88259181181456,231.45552528782974,49.729155573498204,3.288338644433329,3.288338644433329
2021-09-14,-0.0005578740627961211,0.9884364317530189,-1.0,3.288338644433329,196.0518684413102,427.50739372913995,231.45552528782974,49.729155573498204,3.288338644433329,3.288338644433329
2021-09-15,1.2387561610356086e-06,0.9884376561847384,-1.0,3.288338644433329,196.01514178361248,427.4706670714422,231.45552528782974,49.729155573498204,3.288338644433329,3.288338644433329
2021-09-16,-0.0014465091488014916,0.9870078720720473,-1.0,3.288338644433329,239.25938605356458,470.7149113413943,231.45552528782974,49.729155573498204,3.288338644433329,3.288338644433329
2021-09-17,0.00013107638892310294,0.9871372454997571,-1.0,3.288338644433329,235.34110318379788,466.7966284716276,231.45552528782974,49.729155573498204,3.288338644433329,3.288338644433329
2021-09-20,0.002788148152034718,0.9898895303866019,-1.0,3.407288225999917,101.34400289070672,-134.14166391302024,-235.48566680372696,44.195824020226326,3.407288225999917,3.407288225999917
2021-09-21,-0.0015074088416178262,0.9883973621562722,-1.0,3.407288225999917,145.90593630794373,-89.57973049578322,-235.48566680372696,44.195824020226326,3.407288225999917,3.407288225999917
2021-09-22,-0.00031155221915499275,0.9880894247646854,-1.0,3.407288225999917,155.1223926042645,-80.36327419946247,-235.48566680372696,44.195824020226326,3.407288225999917,3.407288225999917
2021-09-23,0.0008821564389600489,0.9889610742130099,-1.0,3.407288225999917,128.76879601821437,-106.71687078551258,-235.48566680372696,44.195824020226326,3.407288225999917,3.407288225999917
2021-09-24,0.0008833616301785996,0.98983468447971,-1.0,3.407288225999917,102.08138348671545,-133.4042833170115,-235.48566680372696,44.195824020226326,3.407288225999917,3.407288225999917
2021-09-27,0.0011770863746215063,0.9909998053999388,-1.0,3.407288225999917,66.49946938392404,-168.98619741980292,-235.48566680372696,44.195824020226326,3.407288225999917,3.407288225999917
2021-09-28,0.003819421133033514,0.9947848509995155,0.0,0.0,-48.49919753870145,-283.9848643424284,-235.48566680372696,44.195824020226326,3.407288225999917,3.407288225999917
2021-09-29,0.0,0.9947848509995155,1.0,-3.407288225999917,-106.0105001291735,-341.49616693290045,-235.48566680372696,44.195824020226326,3.407288225999917,3.407288225999917
2021-09-30,0.003849497227245664,0.9986142725251441,0.0,0.0,7.035286807848564,-228.4503799958784,-235.48566680372696,44.195824020226326,3.407288225999917,3.407288225999917
2021-10-01,0.0,0.9986142725251441,0.0,0.0,-43.50536319164658,-278.99102999537354,-235.48566680372696,44.195824020226326,3.407288225999917,3.407288225999917
2021-10-04,0.0,0.9986142725251441,1.0,-3.407288225999917,-161.94045573267923,-397.4261225364062,-235.48566680372696,44.195824020226326,3.407288225999917,3.407288225999917
2021-10-05,0.0008348746363588106,0.9994479902527813,1.0,-3.407288225999917,-137.80557659821116,-373.2912434019381,-235.48566680372696,44.195824020226326,3.407288225999917,3.407288225999917
2021-10-06,0.0002506596476908809,0.9996985115339033,1.0,-3.407288225999917,-130.47605002222863,-365.9617168259556,-235.48566680372696,44.195824020226326,3.407288225999917,3.407288225999917
2021-10-07,0.0009782708433127155,1.0006764874398402,1.0,-3.407288225999917,-101.74444858848929,-337.23011539221625,-235.48566680372696,44.195824020226326,3.407288225999917,3.407288225999917
2021-10-08,-0.0015446104147072905,0.9991308321155878,1.0,-3.407288225999917,-147.53484010746197,-383.02050691118893,-235.48566680372696,44.195824020226326,3.407288225999917,3.407288225999917
2021-10-11,0.0003178366918723012,0.9994483925540152,1.0,-3.407288225999917,-138.14527658655553,-373.6309433902825,-235.48566680372696,44.195824020226326,3.407288225999917,3.407288225999917
2021-10-12,0.0005327015903378885,0.9999808003021893,1.0,-3.407288225999917,-122.51259902482107,-357.998265828548,-235.48566680372696,44.195824020226326,3.407288225999917,3.407288225999917
2021-10-13,0.0020797048759949054,1.002060465248479,0.0,0.0,-61.5983798912288,-297.08404669495576,-235.48566680372696,44.195824020226326,3.407288225999917,3.407288225999917
2021-10-14,0.0,1.002060465248479,0.0,0.0,-63.51488903948612,-299.0005558432131,-235.48566680372696,44.195824020226326,3.407288225999917,3.407288225999917
2021-10-15,0.0,1.002060465248479,1.0,-3.407288225999917,-102.421243827111,-337.90691063083796,-235.48566680372696,44.195824020226326,3.407288225999917,3.407288225999917
2021-10-18,0.002424427766366337,1.0044898884640054,0.0,0.0,-52.17930628258364,180.1689547508613,232.34826103344494,52.645445056128025,3.308096081272126,3.308096081272126
2021-10-19,0.0,1.0044898884640054,0.0,0.0,-54.62832141587387,177.71993961757107,232.34826103344494,52.645445056128025,3.308096081272126,3.308096081272126
2021-10-20,0.0,1.0044898884640054,1.0,-3.308096081272126,-116.82074260549416,115.52751842795078,232.34826103344494,52.645445056128025,3.308096081272126,3.308096081272126
2021-10-21,0.0016285273760023905,1.0061257277462867,0.0,0.0,-67.75674364747101,164.59151738597393,232.34826103344494,52.645445056128025,3.308096081272126,3.308096081272126
2021-10-22,0.0,1.0061257277462867,1.0,-3.308096081272126,-177.11362243837175,55.23463859507319,232.34826103344494,52.645445056128025,3.308096081272126,3.308096081272126
2021-10-25,0.0021616742056183753,1.0083006437795647,1.0,-3.308096081272126,-111.99282869223134,120.3554323412136,232.34826103344494,52.645445056128025,3.308096081272126,3.308096081272126
2021-10-26,-0.0006095814115816137,1.0076860024498309,1.0,-3.308096081272126,-130.4833009613576,101.86496007208734,232.34826103344494,52.645445056128025,3.308096081272126,3.308096081272126
2021-10-27,0.0025215888434405795,1.0102269722312998,0.0,0.0,-53.90376998941974,178.4444910440252,232.34826103344494,52.645445056128025,3.308096081272126,3.308096081272126
2021-10-28,0.0,1.0102269722312998,0.0,0.0,10.373124718236795,242.72138575168174,232.34826103344494,52.645445056128025,3.308096081272126,3.308096081272126
2021-10-29,0.0,1.0102269722312998,0.0,0.0,31.00224430254093,263.3505053359859,232.34826103344494,52.645445056128025,3.308096081272126,3.308096081272126
2021-11-01,0.0,1.0102269722312998,0.0,0.0,101.10827200379208,333.456533037237,232.34826103344494,52.645445056128025,3.308096081272126,3.308096081272126
